Title,Year Published,Min Players,Max Players,Playing Time,Age Minimum,Number of Accessories,Number of Ratings,Average Rating,Bayes Rating,Standard Deviation,Average USD Price,Age (Years),Time Category,AgeRating,GroupSize
Battle for Rokugan,2017,2,5,90,14,0,3512,7.41189,6.6701,1.23615,75.0,6,Moderate,Teen,Large
Parade,2007,2,6,45,8,0,7600,6.99578,6.6692,1.21568,30.0,16,Short,Young,Large
Tiny Epic Dungeons,2021,1,4,60,14,8,3483,7.55266,6.66901,1.507,36.4,2,Short,Teen,Small
Conflict of Heroes: Awakening the Bear! – Russia 1941-42,2008,1,4,120,10,0,3057,7.50418,6.66737,1.49287,37.99821428571429,15,Long,PreTeen,Small
Spyrium,2013,2,5,75,12,0,6239,7.04375,6.66698,1.16695,26.462,10,Moderate,PreTeen,Large
Abomination: The Heir of Frankenstein,2019,2,4,180,13,0,3150,7.46259,6.66572,1.39216,33.64214285714286,4,Long,Teen,Small
Hyperborea,2014,2,6,150,14,0,4904,7.1752,6.66508,1.37884,36.3188,9,Long,Teen,Large
Forbidden Island,2010,2,4,30,10,1,49487,6.76593,6.66499,1.21172,11.089659090909093,13,Quick,PreTeen,Small
Summoner Wars: Alliances Master Set,2014,2,4,45,9,0,1790,8.04909,6.66389,1.45099,140.66666666666666,9,Short,PreTeen,Small
Napoleon's Triumph,2007,2,8,180,12,0,1823,7.98924,6.66375,1.74954,269.39799999999997,16,Long,PreTeen,Large
Rhino Hero,2011,2,5,15,5,0,10781,6.91446,6.66346,1.19295,34.57,12,Quick,Any,Large
Carcassonne: The City,2004,2,4,45,8,2,4429,7.20537,6.66287,1.25998,126.4,19,Short,Young,Small
Container,2007,3,5,90,12,1,4728,7.16055,6.66261,1.58646,209.16666666666666,16,Moderate,PreTeen,Large
Keep the Heroes Out!,2022,1,4,50,10,2,2016,8.02729,6.66239,1.35742,92.5,1,Short,PreTeen,Small
Lovecraft Letter,2017,2,6,15,10,0,4540,7.22038,6.66168,1.39248,,6,Quick,PreTeen,Large
Clever Cubed,2020,1,4,30,14,1,2728,7.51749,6.65778,1.13108,13.995,3,Quick,Teen,Small
Unlock!: Epic Adventures,2019,1,6,60,10,1,2094,7.7551,6.65719,1.21005,13.666666666666666,4,Short,PreTeen,Large
Dinosaur World,2021,2,4,120,10,2,3396,7.40439,6.65715,1.31996,66.6080487804878,2,Long,PreTeen,Small
Roam,2019,2,4,45,8,1,3643,7.31904,6.6567,1.1069,60.0,4,Short,Young,Small
Spyfall,2014,3,8,15,13,0,20890,6.7893,6.65656,1.42976,15.407777777777778,9,Quick,Teen,Large
Werewords,2017,4,10,10,8,1,4988,7.13466,6.65475,1.43755,10.954545454545455,6,Quick,Young,Massive
Thunderstone,2009,1,5,60,12,0,10505,6.9128,6.65471,1.44689,60.32225806451613,14,Short,PreTeen,Large
Zombicide: Invader,2019,1,6,60,14,8,2475,7.81327,6.65385,1.45569,197.84153846153848,4,Short,Teen,Large
Tajemnicze Domostwo,2013,2,7,60,8,1,5312,7.11525,6.65346,1.45301,28.8,10,Short,Young,Large
Roll Through the Ages: The Bronze Age,2008,1,4,45,8,0,12030,6.85404,6.65341,1.17925,24.746428571428574,15,Short,Young,Small
Mahjong,1850,3,4,120,8,1,7386,7.04431,6.65305,1.66285,33.8,173,Long,Young,Small
Ca$h 'n Guns: Second Edition,2014,4,8,30,10,1,15067,6.83626,6.65264,1.27815,22.0,9,Quick,PreTeen,Large
Union Pacific,1999,2,6,90,12,2,4314,7.19538,6.65232,1.32696,78.42857142857143,24,Moderate,PreTeen,Large
The Palaces of Carrara,2012,2,4,60,10,0,4685,7.1422,6.65226,1.18327,44.8,11,Short,PreTeen,Small
The Mind,2018,2,4,20,8,0,29425,6.77415,6.65209,1.60287,6.697,5,Quick,Young,Small
Coffee Roaster,2015,1,1,30,12,0,3246,7.37017,6.65193,1.21355,26.25,8,Quick,PreTeen,Individual
Catacombs (Third Edition),2015,2,5,90,14,0,2881,7.4884,6.65188,1.33699,71.098,8,Moderate,Teen,Large
Qwixx,2012,2,5,15,8,1,12870,6.86135,6.65181,1.18767,10.0,11,Quick,Young,Large
Marvel Dice Masters: Avengers vs. X-Men,2014,2,2,60,14,8,5677,7.10149,6.65165,1.51933,135.28428571428572,9,Short,Teen,Small
Akrotiri,2014,2,2,45,13,1,4502,7.18891,6.65123,1.22007,18.636363636363637,9,Short,Teen,Small
Ohanami,2019,2,4,20,8,0,3641,7.30776,6.65088,1.13712,,4,Quick,Young,Small
San Marco,2001,3,4,75,10,0,4485,7.17336,6.65067,1.24644,59.975,22,Moderate,PreTeen,Small
War of the Ring: The Card Game,2022,2,4,120,12,4,2228,7.82003,6.65065,1.44621,34.355714285714285,1,Long,PreTeen,Small
Tinners' Trail,2008,3,4,90,13,0,4057,7.21888,6.6493,1.21145,60.06066666666666,15,Moderate,Teen,Small
Pictomania,2011,3,6,25,9,0,3773,7.26861,6.649,1.30733,14.87375,12,Quick,PreTeen,Large
Last Night on Earth: The Zombie Game,2007,2,6,90,12,1,14047,6.91181,6.64897,1.53443,36.2644776119403,16,Moderate,PreTeen,Large
Formula Dé,1997,2,10,120,10,2,7856,6.9941,6.64692,1.42209,119.41083333333334,26,Long,PreTeen,Massive
Red Rising,2021,1,6,60,14,3,7060,7.03274,6.64553,1.47125,21.70777777777778,2,Short,Teen,Large
Signorie,2015,2,4,120,12,0,3086,7.39115,6.64415,1.23136,63.333333333333336,8,Long,PreTeen,Small
Brew Crafters,2013,2,5,90,12,4,3096,7.39759,6.64399,1.29507,48.899,10,Moderate,PreTeen,Large
Brazil: Imperial,2021,1,4,100,14,2,2677,7.66464,6.64312,1.39613,42.425714285714285,2,Long,Teen,Small
Kitchen Rush,2017,1,4,45,12,0,3875,7.25483,6.64308,1.29865,23.331111111111113,6,Short,PreTeen,Small
Nightmare Productions,2000,2,5,60,10,0,5568,7.06258,6.643,1.23177,31.399333333333335,23,Short,PreTeen,Large
Luxor,2018,2,4,45,8,1,4479,7.19042,6.6425,1.22603,35.598,5,Short,Young,Small
Palm Island,2018,1,2,15,10,1,5734,7.09573,6.64213,1.27305,,5,Quick,PreTeen,Small
Mille Fiori,2021,2,4,90,10,0,2905,7.43489,6.63985,1.13259,47.31666666666666,2,Moderate,PreTeen,Small
Caylus 1303,2019,2,5,90,12,0,2836,7.47389,6.63911,1.26322,35.248333333333335,4,Moderate,PreTeen,Large
Black Sonata,2017,1,1,30,12,0,2891,7.47044,6.6384,1.24175,75.0,6,Quick,PreTeen,Individual
Tak,2017,2,2,60,12,7,2763,7.59487,6.63756,1.43365,179.3322222222222,6,Short,PreTeen,Small
Call to Adventure,2019,1,4,60,13,5,5932,7.11025,6.63713,1.41992,30.831111111111113,4,Short,Teen,Small
Genoa,2001,2,5,120,12,0,6123,7.04932,6.63706,1.43486,57.435625,22,Long,PreTeen,Large
Istanbul: The Dice Game,2017,2,4,40,8,0,4596,7.15586,6.63523,1.16388,46.65,6,Short,Young,Small
Jaws,2019,2,4,60,12,1,5640,7.11999,6.63452,1.28187,16.823478260869564,4,Short,PreTeen,Small
Bridge,1925,4,4,60,12,1,3074,7.4625,6.63421,2.00054,,98,Short,PreTeen,Small
Maharaja: The Game of Palace Building in India,2004,2,5,90,12,0,5068,7.10526,6.63419,1.28881,36.207142857142856,19,Moderate,PreTeen,Large
Homesteaders,2009,2,4,90,14,0,3883,7.19836,6.63352,1.23215,36.09185185185185,14,Moderate,Teen,Small
Tragedy Looper,2011,2,4,120,13,1,4493,7.18135,6.63252,1.57075,47.333333333333336,12,Long,Teen,Small
The Others,2016,2,5,90,14,4,3960,7.32864,6.6321,1.57929,247.25,7,Moderate,Teen,Large
Lanterns: The Harvest Festival,2015,2,4,30,8,1,11212,6.87336,6.6319,1.18628,17.23076923076923,8,Quick,Young,Small
Virgin Queen,2012,2,6,420,12,0,1717,8.00978,6.63184,1.64243,106.6225,11,Marathon,PreTeen,Large
Warhammer Underworlds: Shadespire,2017,2,2,30,12,4,2859,7.63964,6.62916,1.52076,63.42142857142857,6,Quick,PreTeen,Small
Thunder Alley,2014,2,7,90,10,0,3534,7.3074,6.62906,1.49235,40.77222222222222,9,Moderate,PreTeen,Large
Summoner Wars: Phoenix Elves vs Tundra Orcs,2009,2,4,30,9,0,2657,7.51152,6.62885,1.46806,26.316666666666666,14,Quick,PreTeen,Small
Adrenaline,2016,3,5,60,12,1,6602,7.00199,6.62697,1.2809,32.705652173913045,7,Short,PreTeen,Large
Tidal Blades: Heroes of the Reef,2020,1,4,90,14,1,2727,7.54994,6.62689,1.44867,93.24,3,Moderate,Teen,Small
Kingsburg (Second Edition),2017,2,5,120,10,0,2922,7.41756,6.62592,1.18138,49.099000000000004,6,Long,PreTeen,Large
Top Ten,2020,4,9,30,14,0,2693,7.50777,6.62507,1.40062,,3,Quick,Teen,Massive
Conflict of Heroes: Awakening the Bear! – Operation Barbarossa 1941 (Second Edition),2012,2,4,180,13,0,1864,7.93286,6.62494,1.36879,80.798,11,Long,Teen,Small
Dungeons & Dragons: Castle Ravenloft Board Game,2010,1,5,60,12,0,9168,6.98029,6.62478,1.43651,47.35909090909092,13,Short,PreTeen,Large
Orchard: A 9 card solitaire game,2018,1,1,10,8,0,3215,7.36749,6.62468,1.15854,14.969999999999999,5,Quick,Young,Individual
Attika,2003,2,4,60,10,0,6557,6.99172,6.6233,1.2511,42.01777777777778,20,Short,PreTeen,Small
Legendary: A Marvel Deck Building Game – Villains,2014,1,5,45,14,3,2714,7.54165,6.62276,1.44075,133.42857142857142,9,Short,Teen,Large
Moonrakers,2020,1,5,120,14,10,2481,7.76239,6.62226,1.54483,89.0,3,Long,Teen,Large
Tiny Epic Quest,2017,1,4,60,14,2,7388,6.98521,6.62154,1.33425,14.625,6,Short,Teen,Small
DinoGenics,2019,1,5,120,14,3,2340,7.62551,6.62141,1.42841,109.16666666666667,4,Long,Teen,Large
Louis XIV,2005,2,4,100,12,0,5483,7.04561,6.6211,1.24477,28.399,18,Long,PreTeen,Small
Condottiere,1995,2,6,45,10,0,9982,6.87627,6.62061,1.33575,60.0,28,Short,PreTeen,Large
Qwirkle,2006,2,4,45,6,1,19485,6.77324,6.62046,1.24285,14.713043478260868,17,Short,Young,Small
Core Worlds,2011,2,5,120,10,2,4253,7.15407,6.61897,1.35706,39.996,12,Long,PreTeen,Large
Snow Tails,2008,2,5,60,10,0,6401,6.97088,6.61893,1.17441,70.64,15,Short,PreTeen,Large
Smash Up: Science Fiction Double Feature,2014,2,2,45,12,1,4020,7.25763,6.6189,1.30808,44.0,9,Short,PreTeen,Small
Web of Power,2000,3,5,60,12,0,3522,7.30322,6.61886,1.32738,52.25,23,Short,PreTeen,Large
Lowlands,2018,2,4,100,12,0,2928,7.40193,6.61852,1.19955,48.24875,5,Long,PreTeen,Small
Santa Monica,2020,2,4,40,14,0,4032,7.20185,6.61839,1.15531,24.86,3,Short,Teen,Small
Zooloretto,2007,2,5,45,8,1,15034,6.79831,6.61811,1.17668,28.031333333333336,16,Short,Young,Large
Meeple Circus,2017,2,5,45,8,0,5670,7.03974,6.61715,1.31064,233.16666666666666,6,Short,Young,Large
Dungeons & Dragons: Wrath of Ashardalon Board Game,2011,1,5,60,12,0,6558,7.09863,6.61714,1.42787,49.69357142857143,12,Short,PreTeen,Large
Caesar!: Seize Rome in 20 Minutes!,2022,1,2,20,14,0,2247,7.61388,6.61706,1.10423,29.982857142857146,1,Quick,Teen,Small
Heroscape Master Set: Swarm of the Marro,2007,2,4,60,8,0,2384,7.63951,6.61693,1.44644,174.28571428571428,16,Short,Young,Small
Wasteland Express Delivery Service,2017,2,5,120,13,1,3451,7.33048,6.61666,1.39144,44.65346153846154,6,Long,Teen,Large
DC Deck-Building Game,2012,2,5,45,15,6,7325,7.03269,6.61404,1.49419,75.999,11,Short,Teen,Large
The Castles of Burgundy: The Card Game,2016,1,4,60,12,2,6724,6.96062,6.61355,1.28755,12.4,7,Short,PreTeen,Small
Concept,2013,4,12,40,10,1,19445,6.76599,6.61318,1.3869,26.186551724137935,10,Short,PreTeen,Massive
Beer & Bread,2022,2,2,45,10,1,2664,7.50304,6.61251,1.10538,26.073333333333334,1,Short,PreTeen,Small
Britannia,1986,3,5,300,12,0,4246,7.18999,6.61202,1.5101,47.92074074074075,37,Very Long,PreTeen,Large
The Grimm Forest,2018,2,4,60,14,0,5782,7.08677,6.61046,1.40039,34.864999999999995,5,Short,Teen,Small
Tiny Epic Dinosaurs,2020,1,4,60,14,3,3280,7.33049,6.61014,1.18584,32.125,3,Short,Teen,Small
Fabled Fruit,2016,2,5,30,8,0,5996,6.98923,6.6099,1.23257,30.988999999999997,7,Quick,Young,Large
Roll Player Adventures,2021,1,4,150,14,1,1544,8.2046,6.60844,1.41658,142.898,2,Long,Teen,Small
Ascension: Storm of Souls,2011,1,4,30,13,3,3602,7.27642,6.60765,1.31682,,12,Quick,Teen,Small
5-Minute Dungeon,2017,2,5,30,8,0,9422,6.93598,6.60714,1.35988,55.5,6,Quick,Young,Large
Hawaii,2011,2,5,60,13,0,4491,7.11247,6.60619,1.28626,57.04,12,Short,Teen,Large
Legacy: The Testament of Duke de Crecy,2013,1,4,60,8,2,4317,7.13235,6.60564,1.2495,38.03769230769231,10,Short,Young,Small
Age of Industry,2010,2,5,120,13,0,2989,7.34615,6.6053,1.36127,58.696000000000005,13,Long,Teen,Large
